Name,Facility_ID,RightNumber,Category,BusinessStatus,DetailedBusinessStatus,BusinessStatusCode,DetailedStatusCode,LocationArea,RoadAddress,PostalCode,LotAddress,LotPostalCode,lat,lon,PhoneNumber,LicenseDate,LicenseWithdrawalDate,ReopeningDate,ClosingDate,TempClosingStart,TempClosingEnd,DataUpdateType,LastUpdated,LastModificationTime,Sido,Sigungu,region_key,coord_status
현대동물병원,370000004920180062,000,3700000,영업/정상,정상,1,0,0.0,"울산광역시 남구 수암로***번길 *, 현대동물병원 (야음동)",44736.0,울산광역시 남구 야음동 ***-**,,35.527233456549446,129.32344172704086,052-257-3669,2018-09-26,,,,,,I,2026-01-13,2022-04-28,울산광역시,남구,울산광역시_남구,ok
강아지집 미용실,370000004920180063,000,3700000,영업/정상,정상,1,0,0.0,울산광역시 남구 옥현로 * (무거동),44611.0,울산광역시 남구 무거동 ***-**,,35.53928639536866,129.25729641219883,,2018-09-26,,,,,,I,2026-01-13,2023-12-01,울산광역시,남구,울산광역시_남구,ok
울산 제이앤독 애견샵,370000004920180067,000,3700000,영업/정상,정상,1,0,0.0,울산광역시 남구 번영로 *** (달동),44695.0,울산광역시 남구 달동 ***-*,,35.53788933704439,129.3272370332081,052-268-2848,2018-09-26,,,,,,I,2026-01-13,2022-04-28,울산광역시,남구,울산광역시_남구,ok
우리 애견 미용실,370000004920180071,000,3700000,영업/정상,정상,1,0,0.0,울산광역시 남구 번영로 ***-* (달동),44695.0,울산광역시 남구 달동 ***-*,,35.53838991376102,129.32709974867566,052-257-7582,2018-10-14,,,,,,I,2026-01-13,2022-04-28,울산광역시,남구,울산광역시_남구,ok
대공원 동물병원,370000004920180072,000,3700000,영업/정상,정상,1,0,0.0,"울산광역시 남구 대공원로 ***, ***호 (신정동, 대공원코오롱파크폴리스)",44667.0,울산광역시 남구 신정동 **** 대공원코오롱파크폴리스,,35.53878,129.31362,052-258-2520,2020-12-02,,,,,,I,2026-01-13,2022-04-28,울산광역시,남구,울산광역시_남구,centroid_fallback
미래펫 동물병원,370000004920180073,000,3700000,영업/정상,정상,1,0,0.0,울산광역시 남구 중앙로 ***-* (신정동),44690.0,울산광역시 남구 신정동 ***-*,,35.54042292839034,129.31227824752122,052-273-5911,2018-10-16,,,,,,I,2026-01-13,2022-04-28,울산광역시,남구,울산광역시_남구,ok
튼튼동물병원,370000004920180074,000,3700000,영업/정상,정상,1,0,0.0,"울산광역시 남구 북부순환도로 **, 튼튼동물병원 (무거동)",44629.0,울산광역시 남구 무거동 **** 남운산호상가,,35.53878,129.31362,052-247-7975,2018-10-16,,,,,,I,2026-01-13,2022-04-28,울산광역시,남구,울산광역시_남구,centroid_fallback
강남애견백화점,370000004920180077,000,3700000,영업/정상,정상,1,0,0.0,울산광역시 남구 돋질로 *** (달동),44703.0,울산광역시 남구 달동 ****-*,,35.54263301854224,129.33057724796942,052-267-0025,2018-10-29,,,,,,I,2026-01-13,2022-04-28,울산광역시,남구,울산광역시_남구,ok
포근한강아지,370000004920180080,000,3700000,영업/정상,정상,1,0,0.0,"울산광역시 남구 문수로***번길 ** (옥동, 옥동성도아파트)",44644.0,울산광역시 남구 옥동 ***-** 옥동성도아파트,,35.53897324064008,129.28997677881242,,2018-12-02,,,,,,I,2026-01-13,2022-04-28,울산광역시,남구,울산광역시_남구,ok
데일리 그루밍,370000004920190002,000,3700000,영업/정상,정상,1,0,0.0,"울산광역시 남구 정동로***번길 **, *층 ***호 (삼산동)",44710.0,울산광역시 남구 삼산동 ***-*,,35.544038051709954,129.34612103306105,,2019-01-27,,,,,,I,2026-01-13,2022-04-28,울산광역시,남구,울산광역시_남구,ok
미미펫살롱,370000004920190005,000,3700000,영업/정상,정상,1,0,0.0,울산광역시 남구 신정로**번길 ** (달동),44722.0,울산광역시 남구 달동 ****-*,,35.53243355559288,129.31899815735522,,2019-04-25,,,,,,I,2026-01-13,2022-09-20,울산광역시,남구,울산광역시_남구,ok
애화살롱,370000004920190007,000,3700000,영업/정상,정상,1,0,0.0,"울산광역시 남구 삼산로 ***, *층 (달동)",44726.0,울산광역시 남구 달동 ***-*,,35.536447487832405,129.32490307710972,052-700-3535,2019-05-22,,,,,,I,2026-01-13,2023-01-04,울산광역시,남구,울산광역시_남구,ok
개까까유,365000004920250004,000,3650000,영업/정상,정상,1,0,0.0,"대전광역시 중구 보문산로**번길 **, ***호호 (산성동, 정다운아파트)",34989.0,대전광역시 중구 산성동 ***-* 정다운아파트,,36.30564767339997,127.38552010866948,,2025-10-29,,,,,,I,2026-01-13,2025-10-29,대전광역시,중구,대전광역시_중구,ok
악동이 애견미용실,365000004920250005,000,3650000,영업/정상,정상,1,0,0.0,대전광역시 중구 당디로***번길 ** (유천동),34977.0,대전광역시 중구 유천동 ***-*,,36.3158370560658,127.3916774609418,,2025-11-18,,,,,,I,2026-01-13,2025-11-18,대전광역시,중구,대전광역시_중구,ok
단아몽,365000004920260001,000,3650000,영업/정상,정상,1,0,0.0,대전광역시 중구 선화로**번길 **-* (선화동),34860.0,대전광역시 중구 선화동 ***-**,,36.32664915269193,127.41569480336018,,2026-01-06,,,,,,I,2026-01-13,2026-01-06,대전광역시,중구,대전광역시_중구,ok
해피도그,366000004920180005,000,3660000,영업/정상,정상,1,0,0.0,대전광역시 서구 신갈마로 *** (갈마동),35281.0,대전광역시 서구 갈마동 ***-*,,36.344807074836496,127.3683043690217,,2018-04-19,,,,,,I,2026-01-13,2022-04-28,대전광역시,서구,대전광역시_서구,ok
펫살롱 도도,366000004920180007,000,3660000,영업/정상,정상,1,0,0.0,대전광역시 서구 월평로**번길 ** (월평동),35224.0,대전광역시 서구 월평동 ***,,36.33187,127.37398,,2018-04-19,,,,,,I,2026-01-13,2022-04-28,대전광역시,서구,대전광역시_서구,centroid_fallback
이마트 둔산점,366000004920180008,L00,3660000,영업/정상,정상,1,0,0.0,"대전광역시 서구 둔산북로 **, 대전둔산이마트 *층 (둔산동)",35229.0,대전광역시 서구 둔산동 ***-* 대전둔산이마트,,36.35635034752914,127.37818438677188,042-479-1053,2018-04-23,,,,,,I,2026-01-13,2024-04-16,대전광역시,서구,대전광역시_서구,ok
펫코디,366000004920180011,000,3660000,영업/정상,정상,1,0,0.0,"대전광역시 서구 원도안로***번길 **, *층 (도안동)",35352.0,대전광역시 서구 도안동 ****,,36.33187,127.37398,,2018-05-01,,,,,,I,2026-01-13,2022-04-28,대전광역시,서구,대전광역시_서구,centroid_fallback
몽몽(MongMong),366000004920180012,000,3660000,영업/정상,정상,1,0,0.0,"대전광역시 서구 가장로 **, ***호 (괴정동)",35291.0,대전광역시 서구 괴정동 **-**,,36.33886447051142,127.3798990452029,,2018-05-03,,,,,,I,2026-01-13,2022-04-28,대전광역시,서구,대전광역시_서구,ok
정 동물병원,366000004920180013,000,3660000,영업/정상,정상,1,0,0.0,"대전광역시 서구 괴정로 ***, *층 ***호 (괴정동)",35295.0,대전광역시 서구 괴정동 **-*,,36.337510954261525,127.38528729824408,042-533-8866,2018-05-17,,,,,,I,2026-01-13,2022-07-14,대전광역시,서구,대전광역시_서구,ok
행복한 강아지,366000004920180014,000,3660000,영업/정상,정상,1,0,0.0,대전광역시 서구 갈마중로**번길 * (갈마동),35272.0,대전광역시 서구 갈마동 ****,,36.33187,127.37398,042-533-0560,2018-05-17,,,,,,I,2026-01-13,2023-02-01,대전광역시,서구,대전광역시_서구,centroid_fallback
나르매애견,366000004920180021,000,3660000,영업/정상,정상,1,0,0.0,대전광역시 서구 도산로 ***-* (가장동),35311.0,대전광역시 서구 가장동 **-**,,36.332650404980384,127.38631683363776,042-528-2228,2018-06-18,,,,,,I,2026-01-13,2022-04-28,대전광역시,서구,대전광역시_서구,ok
내동애견,366000004920180032,000,3660000,영업/정상,정상,1,0,0.0,"대전광역시 서구 도솔로 ***, *층 (내동)",35289.0,대전광역시 서구 내동 **-*,,36.33163477247563,127.37674837831555,042-525-4400,2018-07-19,,,,,,I,2026-01-13,2024-04-05,대전광역시,서구,대전광역시_서구,ok
그루밍펫,366000004920180033,000,3660000,영업/정상,정상,1,0,0.0,대전광역시 서구 정림동로*번길 ** (정림동),35396.0,대전광역시 서구 정림동 ***,,36.33187,127.37398,042-300-1767,2018-07-19,,,,,,I,2026-01-13,2022-04-28,대전광역시,서구,대전광역시_서구,centroid_fallback
엄마손 동물병원,366000004920180036,000,3660000,영업/정상,정상,1,0,0.0,"대전광역시 서구 계백로 ****, ***호 (도마동, 도마동써머스빌주상복합)",35400.0,대전광역시 서구 도마동 ***-* 도마동써머스빌주상복합,,36.3126237531795,127.37979031363106,042-585-0076,2018-08-09,,,,,,I,2026-01-13,2022-04-28,대전광역시,서구,대전광역시_서구,ok
강아지톡,366000004920180037,000,3660000,영업/정상,정상,1,0,0.0,"대전광역시 서구 둔산남로***번길 **, *층 (둔산동)",35250.0,대전광역시 서구 둔산동 **** *층,,36.33187,127.37398,042-477-0089,2018-08-16,,,,,,I,2026-01-13,2023-09-06,대전광역시,서구,대전광역시_서구,centroid_fallback
강아지의 하루,366000004920180041,000,3660000,영업/정상,정상,1,0,0.0,대전광역시 서구 정림동로*번길 ** (정림동),35396.0,대전광역시 서구 정림동 ***,,36.33187,127.37398,042-581-2240,2018-08-16,,,,,,I,2026-01-13,2022-04-28,대전광역시,서구,대전광역시_서구,centroid_fallback
하얀강아지,366000004920180043,000,3660000,영업/정상,정상,1,0,0.0,대전광역시 서구 갈마로 ** (갈마동),35272.0,대전광역시 서구 갈마동 ***-**,,36.34545798836057,127.3698041159342,042-534-9393,2018-08-16,,,,,,I,2026-01-13,2024-06-04,대전광역시,서구,대전광역시_서구,ok
야옹아멍멍해봐,366000004920180049,000,3660000,영업/정상,정상,1,0,0.0,대전광역시 서구 관저중로**번길 ** (관저동),35378.0,대전광역시 서구 관저동 ****,,36.33187,127.37398,042-544-0048,2018-08-30,,,,,,I,2026-01-13,2022-04-28,대전광역시,서구,대전광역시_서구,centroid_fallback
와이즈 동물병원,366000004920180051,000,3660000,영업/정상,정상,1,0,0.0,대전광역시 서구 원도안로 ** (가수원동),35368.0,대전광역시 서구 가수원동 ***,,36.33187,127.37398,042-716-3475,2018-09-03,,,,,,I,2026-01-13,2022-04-28,대전광역시,서구,대전광역시_서구,centroid_fallback
잔다냥,366000004920180061,000,3660000,영업/정상,정상,1,0,0.0,"대전광역시 서구 계룡로 ***, *층 (갈마동)",35231.0,대전광역시 서구 갈마동 ***-**,,36.35222646116086,127.37072597910095,042-485-7977,2018-09-14,,,,,,I,2026-01-13,2022-04-28,대전광역시,서구,대전광역시_서구,ok
안호영 동물병원,366000004920180065,000,3660000,영업/정상,정상,1,0,0.0,대전광역시 서구 계룡로 *** (갈마동),35275.0,대전광역시 서구 갈마동 ***-*,,36.35306882416163,127.36828286571534,,2018-09-14,,,,,,I,2026-01-13,2026-01-08,대전광역시,서구,대전광역시_서구,ok
선사애견,366000004920180066,000,3660000,영업/정상,정상,1,0,0.0,"대전광역시 서구 대덕대로***번길 **, *층 (월평동)",35213.0,대전광역시 서구 월평동 ***,,36.33187,127.37398,042-482-9839,2018-09-14,,,,,,I,2026-01-13,2022-04-28,대전광역시,서구,대전광역시_서구,centroid_fallback
갈마애견,366000004920180069,000,3660000,영업/정상,정상,1,0,0.0,"대전광역시 서구 신갈마로 ***, *층 (갈마동)",35227.0,대전광역시 서구 갈마동 ***,,36.33187,127.37398,042-485-1406,2018-10-01,,,,,,I,2026-01-13,2022-04-28,대전광역시,서구,대전광역시_서구,centroid_fallback
펫플레이스,366000004920180076,000,3660000,영업/정상,정상,1,0,0.0,"대전광역시 서구 갈마로 ***, *층 ***호 (괴정동)",35293.0,대전광역시 서구 괴정동 **-**,,36.334914896363344,127.38046628233262,,2018-10-05,,,,,,I,2026-01-13,2025-03-21,대전광역시,서구,대전광역시_서구,ok
쌤아저씨,366000004920180078,000,3660000,영업/정상,정상,1,0,0.0,"대전광역시 서구 대덕대로 *, *층 (내동)",35286.0,대전광역시 서구 내동 ***-**,,36.334203883761326,127.37230181944534,042-222-0075,2018-10-05,,,,,,I,2026-01-13,2022-07-14,대전광역시,서구,대전광역시_서구,ok
똥강아지,366000004920180080,000,3660000,영업/정상,정상,1,0,0.0,"대전광역시 서구 괴정로 ***, *층 (괴정동)",35298.0,대전광역시 서구 괴정동 **-**,,36.338061459228754,127.38522312265955,042-523-0274,2018-10-10,,,,,,I,2026-01-13,2022-07-20,대전광역시,서구,대전광역시_서구,ok
우리강아지,366000004920180083,000,3660000,영업/정상,정상,1,0,0.0,"대전광역시 서구 만년로**번길 **, ***호 (만년동)",35200.0,대전광역시 서구 만년동 ***,,36.33187,127.37398,042-471-0111,2018-10-16,,,,,,I,2026-01-13,2022-04-28,대전광역시,서구,대전광역시_서구,centroid_fallback
도그웨이살롱,366000004920180088,000,3660000,영업/정상,정상,1,0,0.0,"대전광역시 서구 관저북로**번길 **-**, 이솔하우스 *층 (관저동)",35360.0,대전광역시 서구 관저동 **** 이솔하우스,,36.33187,127.37398,042-542-1799,2018-10-16,,,,,,I,2026-01-13,2022-04-28,대전광역시,서구,대전광역시_서구,centroid_fallback
더개,366000004920180093,000,3660000,영업/정상,정상,1,0,0.0,"대전광역시 서구 문정로***번길 **, *층 (탄방동)",35256.0,대전광역시 서구 탄방동 ***,,36.33187,127.37398,042-483-0429,2018-11-01,,,,,,I,2026-01-13,2022-04-28,대전광역시,서구,대전광역시_서구,centroid_fallback
펍테일,366000004920180095,000,3660000,영업/정상,정상,1,0,0.0,"대전광역시 서구 신갈마로 ***, *층 (갈마동)",35227.0,대전광역시 서구 갈마동 ***,,36.33187,127.37398,,2018-11-01,,,,,,I,2026-01-13,2022-04-28,대전광역시,서구,대전광역시_서구,centroid_fallback
강아지풍경,366000004920180101,000,3660000,영업/정상,정상,1,0,0.0,"대전광역시 서구 문정로*번길 **, *층 (탄방동, 시티빌Ⅱ)",35261.0,대전광역시 서구 탄방동 *** 시티빌Ⅱ,,36.33187,127.37398,042-485-1204,2018-12-14,,,,,,I,2026-01-13,2022-04-28,대전광역시,서구,대전광역시_서구,centroid_fallback
연이동물병원,366000004920190002,000,3660000,영업/정상,정상,1,0,0.0,"대전광역시 서구 정림로 **, *층 (정림동)",35396.0,대전광역시 서구 정림동 ***,,36.33187,127.37398,042-581-7282,2019-01-07,,,,,,I,2026-01-13,2022-04-28,대전광역시,서구,대전광역시_서구,centroid_fallback
애틋하개,366000004920190004,000,3660000,영업/정상,정상,1,0,0.0,"대전광역시 서구 계룡로***번길 **, *층 (괴정동)",35268.0,대전광역시 서구 괴정동 *-**,,36.34106180041028,127.3836235290736,,2019-02-08,,,,,,I,2026-01-13,2022-04-28,대전광역시,서구,대전광역시_서구,ok
Holly Shop,366000004920190005,000,3660000,영업/정상,정상,1,0,0.0,"대전광역시 서구 용소로**번길 **, ***호 (도안동)",35369.0,대전광역시 서구 도안동 **** ***호,,36.33187,127.37398,,2019-02-14,,,,,,I,2026-01-13,2023-01-18,대전광역시,서구,대전광역시_서구,centroid_fallback
대전종합동물병원,366000004920190006,000,3660000,영업/정상,정상,1,0,0.0,"대전광역시 서구 대덕대로***번길 **, 동원빌딩 *층 (갈마동)",35265.0,대전광역시 서구 갈마동 **** 동원빌딩,,36.33187,127.37398,,2019-02-19,,,,,,I,2026-01-13,2026-01-08,대전광역시,서구,대전광역시_서구,centroid_fallback
강아지왈츠,366000004920190013,000,3660000,영업/정상,정상,1,0,0.0,"대전광역시 서구 계룡로***번길 **, *층 (둔산동)",35235.0,대전광역시 서구 둔산동 ****,,36.33187,127.37398,,2019-03-26,,,,,,I,2026-01-13,2022-04-28,대전광역시,서구,대전광역시_서구,centroid_fallback
온리유 펫살롱,366000004920190029,000,3660000,영업/정상,정상,1,0,0.0,"대전광역시 서구 월평로 **, *층 (월평동)",35221.0,대전광역시 서구 월평동 ***,,36.33187,127.37398,,2019-08-19,,,,,,I,2026-01-13,2022-04-28,대전광역시,서구,대전광역시_서구,centroid_fallback
피터펫,366000004920190033,000,3660000,영업/정상,정상,1,0,0.0,"대전광역시 서구 유등로 ***, *층 (탄방동)",35253.0,대전광역시 서구 탄방동 ****-*,,36.34577529927345,127.40139664170312,070-8737-0707,2019-09-19,,,,,,I,2026-01-13,2022-04-28,대전광역시,서구,대전광역시_서구,ok
르돌치 일구사륙 용문점,366000004920190034,000,3660000,영업/정상,정상,1,0,0.0,"대전광역시 서구 괴정로 ***, *층 (용문동)",35301.0,대전광역시 서구 용문동 ***-*,,36.33538453495354,127.38841997157768,042-526-8055,2019-09-19,,,,,,I,2026-01-13,2022-04-28,대전광역시,서구,대전광역시_서구,ok
스누피 펫살롱,366000004920190044,000,3660000,영업/정상,정상,1,0,0.0,"대전광역시 서구 문정로 ***, *층 (둔산동)",35245.0,대전광역시 서구 둔산동 ****,,36.33187,127.37398,,2019-12-27,,,,,,I,2026-01-13,2022-04-28,대전광역시,서구,대전광역시_서구,centroid_fallback
개컷,366000004920200003,000,3660000,영업/정상,정상,1,0,0.0,"대전광역시 서구 구봉로**번길 **-**, ***호 (관저동)",35370.0,대전광역시 서구 관저동 ****-*,,36.29684379663697,127.32486030757195,,2020-01-31,,,,,,I,2026-01-13,2022-04-28,대전광역시,서구,대전광역시_서구,ok
블링펫,366000004920200006,000,3660000,영업/정상,정상,1,0,0.0,"대전광역시 서구 문정로***번길 ***, *층 (둔산동)",35250.0,대전광역시 서구 둔산동 ****,,36.33187,127.37398,,2020-02-19,,,,,,I,2026-01-13,2024-07-29,대전광역시,서구,대전광역시_서구,centroid_fallback
펫밀리#,366000004920200017,000,3660000,영업/정상,정상,1,0,0.0,"대전광역시 서구 계룡로***번길 **, 휴프라임 ***호 (월평동)",35226.0,대전광역시 서구 월평동 **** 휴프라임,,36.33187,127.37398,,2020-06-04,,,,,,I,2026-01-13,2025-11-11,대전광역시,서구,대전광역시_서구,centroid_fallback
개샤방,366000004920200023,000,3660000,영업/정상,정상,1,0,0.0,"대전광역시 서구 갈마로 ***, *층 (괴정동)",35293.0,대전광역시 서구 괴정동 **-**,,36.33522811439256,127.38017876541706,,2020-06-30,,,,,,I,2026-01-13,2022-04-28,대전광역시,서구,대전광역시_서구,ok
참좋은애견,366000004920200029,000,3660000,영업/정상,정상,1,0,0.0,"대전광역시 서구 도산로 **, *층 (도마동)",35332.0,대전광역시 서구 도마동 ***-**,,36.31578648310454,127.3791359234437,042-538-0085,2020-08-04,,,,,,I,2026-01-13,2022-04-28,대전광역시,서구,대전광역시_서구,ok
펫클래식,366000004920200034,000,3660000,영업/정상,정상,1,0,0.0,"대전광역시 서구 원도안로***번길 **-**, *층 (도안동)",35352.0,대전광역시 서구 도안동 ****,,36.33187,127.37398,,2020-08-12,,,,,,I,2026-01-13,2023-07-17,대전광역시,서구,대전광역시_서구,centroid_fallback
츄펫살롱,366000004920200041,000,3660000,영업/정상,정상,1,0,0.0,"대전광역시 서구 계룡로***번길 **, *층 ***호 (용문동, 용문동 리베라 아이누리아파트 *단지)",35305.0,대전광역시 서구 용문동 ***-* 용문동 리베라 아이누리아파트 *단지,,36.33477740592032,127.39615327086985,,2020-10-21,,,,,,I,2026-01-13,2025-03-31,대전광역시,서구,대전광역시_서구,ok
반려견 돌봄센터 일구삼,366000004920200044,000,3660000,영업/정상,정상,1,0,0.0,"대전광역시 서구 신갈마로 ***, *층 ***호 (갈마동)",35276.0,대전광역시 서구 갈마동 ***-** ***호,,36.351011053114256,127.36788947859188,,2020-11-03,,,,,,I,2026-01-13,2022-04-28,대전광역시,서구,대전광역시_서구,ok
엘리자펫,366000004920200045,000,3660000,영업/정상,정상,1,0,0.0,"대전광역시 서구 둔산로 *, *층 ***호 (둔산동)",35230.0,대전광역시 서구 둔산동 **** ***호,,36.33187,127.37398,,2020-11-03,,,,,,I,2026-01-13,2022-04-28,대전광역시,서구,대전광역시_서구,centroid_fallback
로에펫,366000004920200049,000,3660000,영업/정상,정상,1,0,0.0,"대전광역시 서구 계룡로 ***-*, ***호 (갈마동)",35231.0,대전광역시 서구 갈마동 ***-**,,36.35216267960284,127.3710955232593,,2020-12-23,,,,,,I,2026-01-13,2025-08-28,대전광역시,서구,대전광역시_서구,ok
관저펫미용,366000004920200052,000,3660000,영업/정상,정상,1,0,0.0,"대전광역시 서구 관저로***번길 **, *층 ***호 (관저동)",35378.0,대전광역시 서구 관저동 ****,,36.33187,127.37398,042-541-4023,2020-12-23,,,,,,I,2026-01-13,2022-04-28,대전광역시,서구,대전광역시_서구,centroid_fallback
바르다펫 대전점,366000004920210001,000,3660000,영업/정상,정상,1,0,0.0,"대전광역시 서구 도안중로***번길 **, *층 (도안동)",35353.0,대전광역시 서구 도안동 ****,,36.33187,127.37398,,2021-01-15,,,,,,I,2026-01-13,2022-04-28,대전광역시,서구,대전광역시_서구,centroid_fallback
예쁜강아지,366000004920210002,000,3660000,영업/정상,정상,1,0,0.0,"대전광역시 서구 도마*길 **, *층 (도마동)",35332.0,대전광역시 서구 도마동 ***-*,,36.31438095844829,127.3812306125466,042-535-7552,2021-02-10,,,,,,I,2026-01-13,2022-04-28,대전광역시,서구,대전광역시_서구,ok
아이몽펫,366000004920210003,000,3660000,영업/정상,정상,1,0,0.0,"대전광역시 서구 원도안로***번안길 *-*, ***호 (도안동)",35354.0,대전광역시 서구 도안동 ****,,36.33187,127.37398,,2021-02-26,,,,,,I,2026-01-13,2024-04-12,대전광역시,서구,대전광역시_서구,centroid_fallback
민들레애견,366000004920210004,000,3660000,영업/정상,정상,1,0,0.0,"대전광역시 서구 배재로 **, *층 (도마동)",35338.0,대전광역시 서구 도마동 ***-*,,36.31674083991867,127.37148160728616,042-535-1530,2021-03-02,,,,,,I,2026-01-13,2022-04-28,대전광역시,서구,대전광역시_서구,ok
모모랑,366000004920210005,000,3660000,영업/정상,정상,1,0,0.0,"대전광역시 서구 원도안로***번안길 **, ***호 (도안동)",35354.0,대전광역시 서구 도안동 ****,,36.33187,127.37398,,2021-03-03,,,,,,I,2026-01-13,2025-01-08,대전광역시,서구,대전광역시_서구,centroid_fallback
고양이민박,366000004920210008,000,3660000,영업/정상,정상,1,0,0.0,"대전광역시 서구 계백로 ****, ***호 (가수원동)",35368.0,대전광역시 서구 가수원동 ****,,36.33187,127.37398,,2021-04-25,,,,,,I,2026-01-13,2022-04-28,대전광역시,서구,대전광역시_서구,centroid_fallback
미용하는 강아지,366000004920210014,000,3660000,영업/정상,정상,1,0,0.0,"대전광역시 서구 관저남로**번길 *-*, ***호 (관저동)",35383.0,대전광역시 서구 관저동 ****-*,,36.29452504502284,127.33623611181774,042-541-0160,2021-06-10,,,,,,I,2026-01-13,2022-04-28,대전광역시,서구,대전광역시_서구,ok
누리개,366000004920210015,000,3660000,영업/정상,정상,1,0,0.0,"대전광역시 서구 관저동로 **-**, ***호 (관저동)",35381.0,대전광역시 서구 관저동 ****,,36.33187,127.37398,,2021-06-15,,,,,,I,2026-01-13,2022-04-28,대전광역시,서구,대전광역시_서구,centroid_fallback
러블리댕,366000004920210018,000,3660000,영업/정상,정상,1,0,0.0,대전광역시 서구 용소로**번길 ** (도안동),35369.0,대전광역시 서구 도안동 ****,,36.33187,127.37398,,2021-07-07,,,,,,I,2026-01-13,2024-03-28,대전광역시,서구,대전광역시_서구,centroid_fallback
페르시안캣,366000004920210022,000,3660000,영업/정상,정상,1,0,0.0,"대전광역시 서구 용소로**번길 **, 지중해 하우스 *층 (도안동)",35369.0,대전광역시 서구 도안동 **** 지중해 하우스,,36.33187,127.37398,,2021-07-13,,,,,,I,2026-01-13,2025-08-28,대전광역시,서구,대전광역시_서구,centroid_fallback
댕발소,366000004920210029,000,3660000,영업/정상,정상,1,0,0.0,"대전광역시 서구 동서대로****번길 **, 만조빌 ***호 (내동)",35288.0,대전광역시 서구 내동 **-** 만조빌,,36.335835679680535,127.37673175397344,,2021-10-25,,,,,,I,2026-01-13,2022-04-28,대전광역시,서구,대전광역시_서구,ok
