ContentID,PetTypeCode,PetAllowedInfo,PetRequirement,SafetyNotice,PetFacility,PetSupplies,PetPurchasable,PetRentable,EtcPetInfo
2905239,전구역 동반가능,,,,,,,,
2607214,일부구역 동반가능,전 견종 동반 가능,목줄 착용,,,,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수"
4026616,전구역 동반가능,,,,,,,,
4008039,전구역 동반가능,,,,,,,,
4012959,전구역 동반가능,,,,,,,,
2912373,전구역 동반가능,,,,,,,,
2918606,전구역 동반가능,,,,,,,,
2929053,전구역 동반가능,,,,,,,,
2907198,전구역 동반가능,,,,,,,,
4012684,전구역 동반가능,,,,,,,,
4012146,전구역 동반가능,,,,,,,,
4026787,전구역 동반가능,,,,,,,,
2924832,전구역 동반가능,,,,,,,,
2915668,전구역 동반가능,,,,,,,,
2918577,전구역 동반가능,,,,,,,,
4026918,전구역 동반가능,,,,,,,,
2910075,전구역 동반가능,,,,,,,,
2925329,전구역 동반가능,,,,,,,,
2924210,전구역 동반가능,,,,,,,,
3307291,전구역 동반가능,,,,,,,,
3305698,전구역 동반가능,,,,,,,,
4008784,전구역 동반가능,,,,,,,,
2905794,전구역 동반가능,,,,,,,,
4011480,전구역 동반가능,,,,,,,,
2922558,전구역 동반가능,,,,,,,,
4009555,전구역 동반가능,,,,,,,,
4027241,전구역 동반가능,,,,,,,,
2926817,전구역 동반가능,,,,,,,,
2923602,전구역 동반가능,,,,,,,,
2927074,전구역 동반가능,,,,,,,,
2907052,전구역 동반가능,,,,,,,,
2925134,전구역 동반가능,,,,,,,,
2924622,전구역 동반가능,,,,,,,,
2922974,전구역 동반가능,,,,,,,,
2911762,전구역 동반가능,,,,,,,,
4026885,전구역 동반가능,,,,,,,,
2907419,전구역 동반가능,,,,,,,,
2915715,전구역 동반가능,,,,,,,,
2925752,전구역 동반가능,,,,,,,,
2915352,전구역 동반가능,,,,,,,,
2901592,전구역 동반가능,,,,,,,,
3305304,전구역 동반가능,,,,,,,,
3018384,일부구역 동반가능,전 견종 동반 가능,목줄 착용,,,,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수"
2638475,전구역 동반가능,전 견종 동반 가능,목줄 착용,,,,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수"
4011394,전구역 동반가능,,,,,,,,
4025044,전구역 동반가능,,,,,,,,
4012359,전구역 동반가능,,,,,,,,
4012403,전구역 동반가능,,,,,,,,
4008186,전구역 동반가능,,,,,,,,
4009614,전구역 동반가능,,,,,,,,
2930330,전구역 동반가능,맹견 제외 전 견종 동반 가능,,cctv 제공,"하이드로바스, 드라이룸, 수영장, 정수기 등",,,,배변봉투 지참 및 배변처리 필수
2704456,일부구역 동반가능,전 견종 동반 가능,목줄 착용,훈련사 또는 직원 상시대기,,,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수"
4011303,전구역 동반가능,,,,,,,,
4026649,전구역 동반가능,,,,,,,,
4012157,전구역 동반가능,,,,,,,,
4026965,전구역 동반가능,,,,,,,,
4026613,전구역 동반가능,,,,,,,,
4026939,전구역 동반가능,,,,,,,,
2905445,전구역 동반가능,,,,,,,,
4027294,전구역 동반가능,,,,,,,,
4027160,전구역 동반가능,,,,,,,,
4027335,전구역 동반가능,,,,,,,,
4026936,전구역 동반가능,,,,,,,,
4011579,전구역 동반가능,,,,,,,,
3072191,,불가,,,,,,,
3306424,전구역 동반가능,,,,,,,,
2930079,전구역 동반가능,,,,,,,,
4012018,전구역 동반가능,,,,,,,,
4011262,전구역 동반가능,,,,,,,,
2910330,전구역 동반가능,,,,,,,,
4027331,전구역 동반가능,,,,,,,,
2929161,전구역 동반가능,,,,,,,,
4010304,전구역 동반가능,,,,,,,,
2931634,전구역 동반가능,,,,,,,,
2913971,전구역 동반가능,,,,,,,,
2925665,전구역 동반가능,,,,,,,,
2923870,전구역 동반가능,,,,,,,,
4012142,전구역 동반가능,,,,,,,,
2923136,전구역 동반가능,,,,,,,,
4010541,전구역 동반가능,,,,,,,,
4010582,전구역 동반가능,,,,,,,,
4012212,전구역 동반가능,,,,,,,,
2915789,전구역 동반가능,,,,,,,,
2916212,전구역 동반가능,,,,,,,,
2930926,전구역 동반가능,,,,,,,,
2904182,전구역 동반가능,,,,,,,,
2904870,전구역 동반가능,,,,,,,,
4011867,전구역 동반가능,,,,,,,,
4011903,전구역 동반가능,,,,,,,,
2931767,전구역 동반가능,,,,,,,,
4027277,전구역 동반가능,,,,,,,,
4011498,전구역 동반가능,,,,,,,,
2927270,전구역 동반가능,,,,,,,,
4011477,전구역 동반가능,,,,,,,,
4012043,전구역 동반가능,,,,,,,,
4011597,전구역 동반가능,,,,,,,,
2928949,전구역 동반가능,,,,,,,,
2910229,전구역 동반가능,,,,,,,,
3305388,전구역 동반가능,,,,,,,,
2923961,전구역 동반가능,,,,,,,,
2931117,전구역 동반가능,,,,,,,,
3306874,전구역 동반가능,,,,,,,,
4011700,전구역 동반가능,,,,,,,,
4009134,전구역 동반가능,,,,,,,,
2906140,전구역 동반가능,,,,,,,,
4026908,전구역 동반가능,,,,,,,,
4011841,전구역 동반가능,,,,,,,,
4012898,전구역 동반가능,,,,,,,,
2927033,전구역 동반가능,,,,,,,,
2931430,전구역 동반가능,,,,,,,,
4011757,전구역 동반가능,,,,,,,,
4012180,전구역 동반가능,,,,,,,,
4009406,전구역 동반가능,,,,,,,,
3307482,전구역 동반가능,,,,,,,,
2925639,전구역 동반가능,,,,,,,,
2900776,전구역 동반가능,,,,,,,,
4012819,전구역 동반가능,,,,,,,,
2930762,전구역 동반가능,,,,,,,,
2923773,전구역 동반가능,,,,,,,,
2930327,전구역 동반가능,,,,,,,,
4024894,전구역 동반가능,,,,,,,,
4012796,전구역 동반가능,,,,,,,,
3555703,전구역 동반가능,,,,,,,,
2929824,전구역 동반가능,,,,,,,,
2923989,전구역 동반가능,,,,,,,,
3306944,전구역 동반가능,,,,,,,,
2924900,전구역 동반가능,,,,,,,,
4008401,전구역 동반가능,,,,,,,,
2907671,전구역 동반가능,,,,,,,,
3306672,전구역 동반가능,,,,,,,,
3306389,전구역 동반가능,,,,,,,,
4011102,전구역 동반가능,,,,,,,,
1993734,전구역 동반가능,전 견종 동반 가능,목줄 착용,,,,,,"- 맹견의 경우, 입마개 착용 필수
- 배변봉투 지참 및 배변처리 필수"
4013181,전구역 동반가능,,,,,,,,
4012704,전구역 동반가능,,,,,,,,
4011553,전구역 동반가능,,,,,,,,
4027195,전구역 동반가능,,,,,,,,
4011464,전구역 동반가능,,,,,,,,
4009457,전구역 동반가능,,,,,,,,
2603720,일부구역 동반가능,모든 반려견 출입가능,"목줄 착용,매너벨트 착용",,,,"수제 간식, 매너벨트, 애견용품",,"- 안거나 리드줄 칙용
- 매너벨트 착용시 풀어놓아도 됨"
2575832,전구역 동반가능,소형견,목줄 착용,,,,,,
4008083,전구역 동반가능,,,,,,,,
4012765,전구역 동반가능,,,,,,,,
4013118,전구역 동반가능,,,,,,,,
4013119,전구역 동반가능,,,,,,,,
2923247,전구역 동반가능,,,,,,,,
3306990,전구역 동반가능,,,,,,,,
4011362,전구역 동반가능,,,,,,,,
2930321,전구역 동반가능,,,,,,,,
2930291,전구역 동반가능,,,,,,,,
2907797,전구역 동반가능,,,,,,,,
2911540,전구역 동반가능,,,,,,,,
4009562,전구역 동반가능,,,,,,,,
2923104,전구역 동반가능,,,,,,,,
